EMERALD SOCIETY OF ILLINOIS|PO BOX 557819 CHICAGO IL 60655-7819|Professional Societies Associations Employment Job-Related|True|2016|2016|0||1|0|0|0
FINISHING CONTRACTORS ASSOCIATIONOF CHICAGO|5519 N CUMBERLAND AVE STE 1013 CHICAGO IL 60656-4726|Promotion of Business Community Improvement Capacity Building|True|2015|2015|76824|148652|244768|0|75000|0
FIRST PRESBYTERIAN CHURCH OF CHICAGO 02-02776 NORTHERN TRUST CO|PO BOX 803878 CHICAGO IL 60680-3878|Protestant Religion-Related Spiritual Development|True|2016|||||||
FERN BROWN MEMORIAL FUND FOR AMERICAN CANCER SOCIETY|10 S DEARBORN CHICAGO IL 60603-2300|Cancer Diseases Disorders Medical Disciplines|True|2016|2015|15480|17028|204256|0|0|0
EMBARC INC|PO BOX 221450 CHICAGO IL 60622-0087|Youth Development Programs Other Youth Development|True|2016|2016|1287191|1061579|786357|15534|1283205|0
ELZABAD COMMUNITY DEVELOPMENT SERVICES|PO BOX 23152 CHICAGO IL 60623-0152|Services to Prisoners and Families - Multipurpose Crime Legal-Related|False|2009|||||||
ESTEE LAUDER FUND TR|10 S DEARBORN CHICAGO IL 60603|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2013|2012|330662566|396933160|3731057|0|330653992|8331
FERDINAND A & AGNES M BOWER CHARITABLE TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|354956|269991|4333925|0|0|0
FIRST GOAL FOUNDATION|740 FRANKLIN ST STE 404 CHICAGO IL 60654-7943|Private Operating Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|||||||
FOUNDATION OF THE AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES|1 N FRANKLIN ST STE 1700 CHICAGO IL 60606-3424|Adult Continuing Education Educational Institutions and Related Activities|True|2015|2015|18484354|13654504|58571931|3679125|142446|10775812
FIRST PRESBYTERIAN CHURCH ET AL TR P11369|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2015|125177|178223|2406052|0|0|0
ERIKSON INSTITUTE|451 N LA SALLE DR CHICAGO IL 60654-4510|Vocational Technical Schools Educational Institutions and Related Activities|True|2016|2015|19971802|20401141|83240147|39692995|11082538|5924361
FLOYD A SCHLOSSBERG FOUNDATION|4200 W PETERSON AVE STE 140 CHICAGO IL 60646-6819|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|63513|51829|289796|1|50000|0
ELIZABETH L SCOTT TR 23220 UA FBO WABASH CO UW HUGH MCKLANDON|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|22707|17830|278306|0|0|0
EXODUS UNLIMITED NFP|7848 S NORMAL AVE CHICAGO IL 60620|Alcohol Drug and Substance Abuse Dependency Prevention and Treatment Mental Health Crisis Intervention|False|2012|2012|91149|77154|13995|0|19929|71220
EMMAUS CENTER INC|4800 S CHICAGO BEACH DR APT 2312S CHICAGO IL 60615-2174|Christian Religion-Related Spiritual Development|False|2013|2013|54185|47155|23495|0|54185|0
ELEVARTE COMMUNITY STUDIO|PO BOX 8191 CHICAGO IL 60608-0191||True|2016|2016|442478|530971|91616|51650|319360|89508
FATHERS FOR THE FUTURE FOUNDATION|2226 E 70TH PL CHICAGO IL 60649-2210|Education N.E.C.|True|2015|2015|74134|69023|5629|520|74134|0
EQUALITY ILLINOIS|17 N STATE ST STE 1020 CHICAGO IL 60602-3338|Fund Raising Organizations That Cross Categories Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|154160|148282|144365|571|76861|0
FAMILY AND COMMUNITY EMPOWERMENT SERVICES INC FACES|9300 S ASHLAND AVE CHICAGO IL 60620-5119|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|False|2006|||||||
ELIZABETH BEIDLER TISDAHL FOUNDATION|53 W JACKSON BLVD STE 530 CHICAGO IL 60604-3422||True|2016|2015|116293|96254|1380956|0|0|20
FAMILIAS EN LA ESCUELA NFP|851 W WAVELAND AVE CHICAGO IL 60613-4301|Single Organization Support Educational Institutions and Related Activities|True|2016|2016|17016|3911|45783|0|3086|0
ELIZABETH FIRESTONE GRAHAM FOUNDATION 6842028200|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014|330234|328260|4099253|0|0|0
FLUSHING HOSPITAL AND MEDICAL CENTER TRUST P-25181 NECT|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||False|2012|||||||
EPSTEIN COMMUNITY FOUNDATION|600 W FULTON CHICAGO IL 60661-1259|Fund Raising and/or Fund Distribution Educational Institutions and Related Activities|True|2016|2015|9629|33|62525|0|335|0
EKYA INC NFP|885 W LILL CHICAGO IL 60614-6447|International Relief International Foreign Affairs and National Security|False|2009|||||||
FAITH MINISTRIES INC|155 NORTH MICHIGAN AVE CHICAGO IL 60601-7511|Christian Religion-Related Spiritual Development|False|2014|2014|10389|9722|738|0|10389|0
FAITH IN PLACE|70 E LAKE ST STE 920 CHICAGO IL 60601-5985|Interfaith Issues Religion-Related Spiritual Development|True|2015|2015|821158|798883|661596|45606|823352|5635
EVERETT S BULKLEY CHARITABLE FOUNDATION PARK KENNETH M CO-TTEE|10 S DEARBORN CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|186117|220337|3380892|0|0|0
EMBRACING YOUR FUTURE ASSOCIATION INC|12608 S WENTWORTH AVE CHICAGO IL 60628-7208|Adult Continuing Education Educational Institutions and Related Activities|False|2010|||||||
ENSEMBLE ESPANOL|5500 N ST LOUIS AVE CHICAGO IL 60625-4625||True|2015|2015|1049710|1007724|317174|58853|833899|192673
EXTENSIONS DANCE CO|3933 N ELSTON 2ND FL CHICAGO IL 60618-0000|Dance Arts Culture and Humanities|True|2016|2016|288769|291004|76528|0|24540|256658
FATHERHOOD EDUCATIONAL INSTITUTE|70 W MADISON STREET NO 14012A CHICAGO IL 60602-4252|Single Parent Agencies Services Human Services — Multipurpose and Other|False|2011|2011|71102|11764|83183|0|71102|0
ESTHER C PANKE TR UA 1015091392|10 S DEARBORN CHICAGO IL 60603-2300|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|14970|64771|240545|0|0|0
ELDER LAW AND WELLNESS INITIATIVE NFP|1525 E 53RD ST CHICAGO IL 60615-4557|Legal Services Crime Legal-Related|True|2016|2015|209404|198723|-193908|-188908|209404|0
EVAN F BARTLETT BONNET HOUSE SUPPORT IRRV TR 12108920|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|2015|242989|179701|4686228|0|0|0
ERIC PALARO EDUCATIONAL FOUNDATION|3349 S WABASH AVE CHICAGO IL 60616|Single Organization Support Educational Institutions and Related Activities|False|2012|2012|591|1809|39616|0|0|0
FELLOWSHIP OF ST JAMES|4125 W NEWPORT AVE CHICAGO IL 60641-4009|Religious Media Communications Organizations Religion-Related Spiritual Development|True|2016|2016|706639|774637|144567|0|468908|236324
EUGENIE PHYLLIS WARD CHARITY TRUST 2-20088|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|2014|930552|1074671|17801210|0|0|0
FLORENCE MANASTER FOUNDATION|1110 N LAKE SHORE DR CHICAGO IL 60611-1054||True|2016|2014|46666|46005|1593311|0|0|0
EXECUTIVE SERVICE CORPS OF CHICAGO|25 E WASHINGTON ST STE 1500 CHICAGO IL 60602-1804|Nonprofit Management Community Improvement Capacity Building|True|2015|2015|4739269|4928083|2004550|202998|541920|3944793
FAMILY BUSINESS NETWORK USA INC|3501 N SOUTHPORT AVE 449 CHICAGO IL 60657-1475|Management Services for Small Business Entrepreneurs Community Improvement Capacity Building|True|2015|2015|293222|317740|60179|49800|10000|283222
ELINOR BEIDLER SIKLOSSY FOUNDATION|53 W JACKSON BLVD STE 530 CHICAGO IL 60604-3422||True|2016|2015|70054|74400|1114028|0|0|11
FIELD FOUNDATION OF ILLINOIS INC|200 S WACKER DR STE 3860 CHICAGO IL 60606-5848||True|2016|2014|4823689|4035882|49408212|101866|0|0
FOUR CEDARS FOUNDATIONS INC|PO BOX 803878 CHICAGO IL 60680|Philanthropy Charity Voluntarism Promotion General Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|111472|56582|953194|0|0|0
FEIT FAMILY FOUNDATION|2926 W PRATT BLVD CHICAGO IL 60645-4219|Fund Raising and/or Fund Distribution Educational Institutions and Related Activities|True|2015|2014|74802|9425|65377|0|70598|2
FOGLIA FAMILY FOUNDATION|190 S LASALLE ST STE 1700 CHICAGO IL 60603-3496|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|7047375|9278658|69962919|50100|3000000|3568
FOUNDATION FOR HEARING & SPEECH REHABILITATION|PO BOX 180018 CHICAGO IL 60618-0507|Rehabilitative Medical Services (E56I) Health — General and Rehabilitative|True|2015|2015|274080|301750|2075657|228409|101181|0
FOR A BETTER CHICAGO|200 W MADISON ST STE 3600 CHICAGO IL 60606|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|False|2012|2011|1138840|1090114|193347|0|1120000|0
FORWARD MOMENTUM CHICAGO NFP|5315 N CLARK STREET SUITE 623 CHICAGO IL 60640-2290|Dance Arts Culture and Humanities|True|2016|2015|374631|281559|145605|57260|87482|287149
FELLOWSHIP CONNECTION INC|2435 W DIVISION ST CHICAGO IL 60622-2941|Youth Centers Clubs Multipurpose Youth Development|False|2013|2013|1280757|1010509|421556|57055|1280736|0
PENN STATE ALUMNI ASSOCIATION GREATER CHICAGO CHAPTER|3858 N LEAVITT ST APT 1 CHICAGO IL 60618-3808||True|2015|2015|29263|22444|42843|17048|7665|0
PCI FOUNDATION|200 W ADAMS ST CHICAGO IL 60606-5208|Single Organization Support Community Improvement Capacity Building|True|2015|2015|488248|821644|1431213|488828|457075|0
PRIMO CENTER FOR WOMEN AND CHILDREN|4241 W WASHINGTON BLVD CHICAGO IL 60624-2219|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2016|2015|2310176|2261400|2629895|2449177|1933961|18295
PEACE PRODUCTIONS|2500 N LAKEVIEW ST CHICAGO IL 60614-1846|Promotion of International Understanding International Foreign Affairs and National Security|False|2007|||||||
PARK WEST COOPERATIVE NURSERY SCHOOL|2335 N ORCHARD ST CHICAGO IL 60614-3355||True|2016|2015|1224166|1098041|2354978|693259|199837|991328
PAUL J HALL BOYS CLUB|10140 S HALSTED ST CHICAGO IL 60628-1815|Boys Clubs Youth Development|True|2016|2015|321000|282118|591408|0|321000|0
PLAGIARISTS NFP|PO BOX 578545 CHICAGO IL 60657-7309|Theater Arts Culture and Humanities|True|2015|2015|9027|11876|0|0|0|6597
PAT FOUNDATION INC|500 N MICHIGAN CHICAGO IL 60611-3777|Employment Procurement Assistance Job Training Employment Job-Related|False|2008|||||||
PLUYGERS TRUST FUND UW A M T 15796 FBO HENRY PLUYGERS|10 S DEARBORN CHICAGO IL 60603|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2014|2013|13421|6126|92465|0|0|0
PUERTO RICAN ARTS ALLIANCE|3000 N ELBRIDGE AVE CHICAGO IL 60618-6722|Cultural Ethnic Awareness Arts Culture and Humanities|True|2016|2015|742177|801974|3500858|38223|294812|446095
OUT OF THE BOX FOUNDATION INC|C/O L TOCKMAN 53 W JACKSON NO 1540 CHICAGO IL 60604-0000|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|103560|62541|819193|1|0|0
OWEN L COON FOUNDATION|444 W LAKE ST STE 4000 CHICAGO IL 60606-0029||True|2015|2014|531185|486090|8574944|538602|0|97
PLUMBERS WELFARE FUND-130 U A|1340 WEST WASHINGTON BLVD CHICAGO IL 60607-1980||True|2015|2015|62975114|57899325|141167413|272330|0|58852501
PEGGY AND BILL SHIFFICK CHARITABLE FOUNDATION SHIFFICK MARGARET H TTEE|PO BOX 803878 CHICAGO IL 60680-3878|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|1051959|808920|11137320|0|0|0
PEDIATRIC AIDS CHICAGO PREVENTION INITIATIVE|200 W JACKSON BLVD STE 2100 CHICAGO IL 60606-6944|AIDS Diseases Disorders Medical Disciplines|True|2015|2015|1043637|976341|1165626|61636|1041963|0
PROFESSIONAL AIRLINE FLIGHT CONTROL ASSOCIATION PAFCA UNITED|PO BOX 6378 CHICAGO IL 60606|Professional Societies Associations Community Improvement Capacity Building|True|2016|2012|118897|65216|631847|0|0|117125
PLANO CHILD DEVELOPMENT CENTER|5401 S WENTWORTH AVE STE 14A CHICAGO IL 60609-6349||True|2016|2015|150115|179471|18019|16654|46686|70850
PRIOR FAMILY CHARITABLE TRUST|209 S LASALLE ST 7TH FLR CHICAGO IL 60604-1458||True|2016|2014|206576|31886|750016|0|40000|0
PLANT CHICAGO NFP|1400 W 46TH ST CHICAGO IL 60609-3225|Food Agriculture and Nutrition N.E.C.|True|2015|2015|224071|241777|138275|156889|158008|65209
POLISH MUSEUM OF AMERICA|984 N MILWAUKEE AVE CHICAGO IL 60642-4101|Museum Museum Activities Arts Culture and Humanities|True|2015|2015|450160|520302|954784|0|369173|0
PHILLIPPINE PROFESSIONALS ASSOCIATION|333 S DESPLAINES ST STE 2 N CHICAGO IL 60661|Professional Societies Associations Community Improvement Capacity Building|False|2014|2013|19524|27184|139509|0|2740|0
POLISH WOMENS ALLIANCE OF AMERICA 132 M B POCIESZENIA|6643 N NORTHWEST HWY CHICAGO IL 60631-1300||False|2007|||||||
POLISH NATIONAL ALLIANCE OF THE UNITED STATES OF NA|6100 N CICERO AVE CHICAGO IL 60646-4304||True|2015|2015|33510543|32597725|431839499|414675223|0|15554833
PROTECT OUR PARKS|3300 N LAKESHORE DR APT 10 CHICAGO IL 60657-3957|Environmental Beautification and Aesthetics Environmental Quality Protection and Beautification|True|2015|2015|0|168|162|68000|0|0
PEOPLES COMMUNITY DEVELOPMENT ASSOCIATION OF CHICAGO|3570 W 5TH AVE CHICAGO IL 60624-3250|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015|2015|169475|689509|18119|0|24475|0
PEGASUS FOUNDATION INC|401 N MICHIGAN AVE STE 3200 CHICAGO IL 60611-4207|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|||||||
PUGDIN MEMORIAL FUND P 61620004|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|294798|288735|4235054|0|0|0
PREVENTION INTERVENTION EXPRESSION|453 E 79TH ST CHICAGO IL 60619-2819|Community Improvement Capacity Building N.E.C.|False|2013|||||||
PUGH FOUNDATION SCHOLARSHIP 11082505990|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|14304|15295|226479|0|0|0
PRESENCE CHICAGO HOSPITALS NETWORK|200 S WACKER DR CHICAGO IL 60606-5829|Senior Continuing Care Communities Human Services — Multipurpose and Other|True|2015|2015|199534714|263905408|1901077970|1807418516|729175|168187617
PAHCS II DBA NORTHWESTERN MEDICINE OCCUPATIONAL HEALTH|541 N FAIRBANKS COURT RM 1630 CHICAGO IL 60611-3319|Health Support Services (E6XZ) Health — General and Rehabilitative|True|2015|2015|7291331|8002707|1664509|50820|0|7291331
PRITZKER FOUNDATION|71 S WACKER DR STE 4600 CHICAGO IL 60606-4610||True|2015|2014|41219624|27242045|373654415|200|0|2348019
OSA FOUNDATION|351 W HUBBARD ST STE 600 CHICAGO IL 60654-4486|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|2098133|560429|8358153|1|1285179|0
PRITZKER EARLY CHILDHOOD FOUNDATION|150 N RIVERSIDE PLZ STE 3300 CHICAGO IL 60606-1594|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|583402|1656640|5397953|0|0|13215
PURDUE CLUB OF CHICAGO|225 W WASHINGTON ST STE 1120 CHICAGO IL 60606-3451||True|2016|2016|59505|45893|14637|0|16640|42865
PORT OF SUMMIT BOAT CLUB|5405 S SAYRE AVE CHICAGO IL 60638-2217||True|2015|2015|0|2967|4301|0|0|0
PAMPHILE & MABYN DONALDSON CHARIT TRUST 3601248502|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014|40670|31345|519081|0|0|0
PATRICK AND ANNA M CUDAHY FUND|70 E LAKE ST STE 1120 CHICAGO IL 60601-5950||True|2015|2014|691885|1045872|14306860|1|0|0
PROFESSIONAL THEATRE AND DANCE YOUTH ACADEMY|4960 N MARINE DR APT 219 CHICAGO IL 60640-3916|Performing Arts Organizations Arts Culture and Humanities|True|2015|2015|67252|89267|39415|51100|1896|64600
PUTNAM FOUNDATION TRUST P-09237|10 S DEARBORN CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|934540|850244|11722770|0|0|0
POLISH ARMY VETERANS ASSOCIATION OF AMERICA INC 90 POST|6021 W BELMONT AVE CHICAGO IL 60634-5116||True|2015|2015|1936|14764|235368|0|0|1446
PUERTO RICAN HIGH SCHOOL|2739 W DIVISION STT CHICAGO IL 60622-0000||True|2015|2015|2218074|2296432|472476|370060|2214371|0
PHYSICAL MEDICINE ASSOCIATION OF ILLINOIS|1130 W GRANVILLE AVE CHICAGO IL 60660-2013|Promotion of Business Community Improvement Capacity Building|False|2014|2014|33150|7051|26099|0|33150|0
PAUL G ROLLINSON CHARITABLE TR 1|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015|10669|20758|376363|1|0|0
PRO ARCHIA FOUNDATION|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000||True|2016|2015|574824|482970|5212315|0|0|0
POWER CLUB|8752 S SANGAMON ST CHICAGO IL 60620-3260|Delinquency Prevention Crime Legal-Related|False|2004|||||||
PENEDO CHARITABLE ORGANIZATION|20 N MICHIGAN AVE STE 210 CHICAGO IL 60602-4819|Youth Development Programs Other Youth Development|True|2015|2015|194053|223798|2000|1947|194047|0
PRISM MEDICAL CENTER OF ILLINOIS|2744 W DEVON AVE CHICAGO IL 60659|Hospitals and Related Primary Medical Care Facilities Health — General and Rehabilitative|False|2013|2012|53141|111287|3400|320979|0|53141
POLISH AMERICAN ASSOCIATION|3834 N CICERO AVE CHICAGO IL 60641-3622|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|True|2016|2015|5012033|5245276|2372309|519558|4732583|151026
PVPW CORP|C/O HEITMAN LLC 191 N WACKER DRIVE CHICAGO IL 60606-0000|Real Estate Organizations Community Improvement Capacity Building|True|2015|2015|3445219|160650|59724326|533593|0|3445217
PROJECT 375 INC BRANDON MARSHALL FOUNDATION INC|1420 S MICHIGAN AVE CHICAGO IL 60605-2811|Mental Health Crisis Intervention N.E.C.|True|2015|2015|878132|786560|564797|9360|871358|0
PHI KAPPA PSI FRATERNITY ILLINOIS ZETA CHAPTER|2250 NORTH SHEFFIELD AVE 317 CHICAGO IL 60614-3673||False|2011|2011|37330|37330|5973|0|25425|11904
OTTO REDLICH CHARITABLE TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|14975|17134|220324|0|0|0
PHALANX FAMILY SERVICES|837 W 119TH ST CHICAGO IL 60643-5211|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2016|2015|4253809|4065673|1370081|80609|4230766|0
PRESTRESSED CONCRETE INSTITUTE|200 W ADAMS ST STE 2100 CHICAGO IL 60606-5230||True|2015|2015|10021114|10215952|5434643|1789981|6976807|2779545
PHILIPPINE CPAS OF GREATER CHICAGO|400 E RANDOLPH ST STE 705 CHICAGO IL 60601-7725||False|2009|||||||
PAT MACS PACK INC|10226 S LEAVITT ST CHICAGO IL 60643-1912|Fund Raising and/or Fund Distribution Diseases Disorders Medical Disciplines|True|2015|2014|47973|44115|3858|1|4645|0
PROFESSIONAL RECORDS & INFORMATION SERVICES MANAGEMENT INTERNATIONAL|8735 W HIGGINS RD STE 300 CHICAGO IL 60631-2738|Promotion of Business Community Improvement Capacity Building|True|2015|2014|1424044|1324574|1229882|461343|92765|1314828
PAUL AND PATRICIA TAYLOR FAM FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|144885|231879|1257380|0|0|0
PAYTON INIATIVE FOR EDUCATION|1034 N WELLS ST CHICAGO IL 60610-2513|Single Organization Support Educational Institutions and Related Activities|True|2015|2015|46303|5161|743101|0|34522|0
PROJECT RUSH|191 N WACKER DR STE 3700 CHICAGO IL 60606-1615|Housing Development Construction Management Housing Shelter|True|2015|2015|5000|20546|25846|0|5000|0
POLISH SCOUTING ORGANIZATION ZHP INC WELFARE COMMITTE FOR POLISH YOUTH O|6434 W BELMONT AVE CHICAGO IL 60634-3923||True|2015|2015|63271|54870|241831|0|32620|26154
PANGEA EDUCATIONAL DEVELOPMENT GROUP|3748 N SHEFFIELD AVE APT 3 CHICAGO IL 60613-2970|International Relief International Foreign Affairs and National Security|True|2015|2015|50212|46526|35084|0|36112|8100
OZ PARK ADVISORY COUNCIL|PO BOX 146237 CHICAGO IL 60614-8543|Professional Societies Associations Recreation Sports Leisure Athletics|False|2009|||||||
PEOPLE FOR RELIEF WATER FOR RELIEF|910 WEST VANBUREN CHICAGO IL 60607-3523|Fund Raising and/or Fund Distribution Philanthropy Voluntarism and Grantmaking Foundations|False|2010|||||||
PODER LEARNING CENTER|1637 S ALLPORT ST CHICAGO IL 60608-2131|Specialized Education Institutions Educational Institutions and Related Activities|True|2016|2016|343748|337918|143068|36150|330896|12852
POLISH HIGHLANDERS ALLIANCE IN AMERICA 58 CIRCLE PARAFII ZAB|4808 S ARCHER AVE CHICAGO IL 60632-3604||True|2015|2015|0||1|0|0|0
PROJECT MATCH FAMILIES IN TRANSITION ASSOCIATION|451 N LASALLE ST CHICAGO IL 60654|Family Services Human Services — Multipurpose and Other|False|2013|2012|581106|679830|742547|28239|497535|12750
ORTEGON MUSIC STUDIO NFP|1507 W SUNNYSIDE AVE CHICAGO IL 60640-5905|Music Arts Culture and Humanities|True|2015|2015|40146|39251|1908|0|0|40146
PUERTO RICANS UNIDOS EN ACCION|2606 W DIVISION ST CHICAGO IL 60622-2850|Housing Expense Reduction Support Housing Shelter|True|2015|2015|33125|41280|4899|0|31090|0
PARENTS ASSOCIATION GEN K PULASKI SCHOOL|PO BOX 564336 CHICAGO IL 60656-4336|Parent/Teacher Group Educational Institutions and Related Activities|True|2016|2015|134921|102868|185881|7284|3512|119100
PUBLIC ACTION FOUNDATION|2229 S HALSTED ROOM 2ND FLOOR CHICAGO IL 60608-4521|Consumer Protection Safety Public Society Benefit — Multipurpose and Other|True|2015|2015|44423|44025|2182|0|44423|0
ORGANIZATION OF THE LIBERIAN COMMUNITY IN ILLINOIS|8110 S ST LAWRENCE AVENUE CHICAGO IL 60619-5008|Civil Rights Advocacy for Specific Groups Civil Rights Social Action Advocacy|False|2012|||||||
OTIS A & MARGARET T BARNES TRUST 1012017010|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2015|1029579|704800|16215072|0|0|0
PROJECT ONWARD|1200 W 35TH ST 4TH FLOOR CHICAGO IL 60609-1305|Vocational Rehabilitation Employment Job-Related|True|2016|2015|364586|909394|113759|12370|234042|129432
PRESBYTERIAN HOSPITAL IN THE CITY OF NY TRUST P 21012 NECT|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014|12458|5662|133198|0|0|0
PRINT EDUCATION & RESEARCH FOUNDATION|330 N WABASH AVE STE 2000 CHICAGO IL 60611-7621||True|2015|2015|169362|162696|2439418|4330|0|0
PROVIDENCE RETAIL LLC|222 SOUTH RIVERSIDE PLAZA 26TH FL CHICAGO IL 60606-5808|Real Estate Organizations Community Improvement Capacity Building|True|2015|2015|9158582|8973877|110861758|58432008|0|9158582
PENTECOSTAL CHURCH JESUS THEFOUNTAIN OF LIFE|4645 S HONORE ST CHICAGO IL 60609-3849|Protestant Religion-Related Spiritual Development|True|2015|2015|34593|13881|101013|50522|34593|0
PERA CASTLEPARK INC|200 E RANDOLPH ST CHICAGO IL 60601-6436|Real Estate Organizations Community Improvement Capacity Building|False|2014|2014|0|-16777|1|0|0|0
PLANNED PARENTHOOD ILLINOIS ACTION|18 SOUTH MICHIGAN AVENUE 6TH FLOOR CHICAGO IL 60603-3200||True|2015|2015|73924|81805|64275|17814|73924|0
ORLEBEKE FOUNDATION|30 W OAK ST APT 3A CHICAGO IL 60610-8715|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|347465|17874|736540|1|335000|0
PROGRESSIVE BAPTIST CHURCH|3658 S WENTWORTH AVE CHICAGO IL 60609-1836||False|2012|||||||
PKV FOUNDATION|190 S LASALLE STREET NO 1700 CHICAGO IL 60603-0000|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015|1789|3764|64565|0|0|10
PRECIOUS PETS ALMOST HOME ASSOCIATION|PO BOX 411855 CHICAGO IL 60641-6255|Animal Protection and Welfare Animal-Related|True|2015|2015|34845|37566|979|8870|25845|9000
PROGRESSIVE PEOPLE DEVELOPERS INC|410 E 73RD ST CHICAGO IL 60619-1764|Housing Shelter N.E.C.|False|2013|||||||
PECO ENERGY COMPANY RETIREE LIFE INSURANCE TRUST|10 S DEARBORN 51ST FL CHICAGO IL 60603-2300||True|2015|2015|2524748|2722207|84360353|65478|0|586642
PUBLIC ART ENDOWMENT|78 E WASHINGTON ST CHICAGO IL 60602|Fund Raising and/or Fund Distribution Arts Culture and Humanities|False|2011|2011|4634|15|607379|0|0|0
PATHWAYS CENTER|150 N MICHIGAN AVE STE 2100 CHICAGO IL 60601-7559|Rehabilitative Medical Services Health — General and Rehabilitative|True|2015|2015|3057370|2949384|784081|62645|2010429|995718
PREMIER INTERNATIONAL FOUNDATION NFP|221 N LASALLE 1250 CHICAGO IL 60601-1352|Youth Development Programs Other Youth Development|True|2016|2015|41|16638|60458|0|0|41
PROVIDENCE ENGLEWOOD SCHOOLCORPORATION|6515 S ASHLAND AVE CHICAGO IL 60636-3003|Elementary Secondary Education K - 12 (B29) Educational Institutions and Related Activities|True|2015|2015|4585410|4695185|2118473|427272|9630|4575048
PRES-ST LUKES HOSPITAL ROY TR|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|||||||
POLISH WOMENS ALLIANCE OF AMERICA 37 SW JADWIGI|6643 N NORTHWEST HWY CHICAGO IL 60631-1300||False|2007|||||||
PHYSICIANS BENEFITS TRUST II|20 N MICHIGAN AVE CHICAGO IL 60602-4811||True|2015|2015|0||213999|0|0|0
PAUL SCHULTZ & RUTH SCHULTZ FOUNDATION INC|111 W MONROE ST CHICAGO IL 60603-4096|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|58843|20586|315105|0|0|0
POWER CIRCLE DEVELOPMENT ASSOCIATION|9350 S SOUTH CHICAGO AVE CHICAGO IL 60617-4649|Housing Development Construction Management Housing Shelter|False|2014|2013|1||1|0|0|0
PHILENA R PEABODY LLOYD TRUST-WILL 34608|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|||||||
POLISH HIGHLANDERS ALLIANCE IN AMERICA 51 CIRCLE OSTROWSKO|4808 S ARCHER AVE CHICAGO IL 60632-3604||False|2004|||||||
PORTAGE PARK CHAMBER OF COMMERCE|5829 W IRVING PARK RD CHICAGO IL 60634-2609||True|2015|2015|68299|43936|10054|3000|66041|2258
