name|address|desc|active|latest|info_year|revenue|expense|assets|liabilites|cont_rev|other_rev|coordinates
F W THOMPSON KETTERING UNIV COIH TR 4410416800|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2015.0|106725.0|114639.0|1631946.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
DWIGHT D BOOK ESTATE TRUST FBO UNIVERSITY OF TEXAS|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|154792.0|136955.0|2939757.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FEDERATION FOR COMMUNITY SCHOOLS|33 W GRAND AVE STE 300 CHICAGO IL 60654-2544|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2015|2015.0|118957.0|368973.0|169120.0|19641.0|95696.0|23031.0|[41.8914133, -87.6293539006306]
EDNA AND FRED L MANDEL JR FOUNDATION|150 S WACKER DR STE 3050 CHICAGO IL 60606-4228|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|1092567.0|921927.0|12772645.0|1.0|0.0|0.0|[41.8796482, -87.6374689245174]
FACING FORWARD TO END HOMELESSNESS|642 N KEDZIE CHICAGO IL 60612-1028|Homeless Persons Centers Services Human Services — Multipurpose and Other|True|2016|2016.0|1524585.0|1560529.0|279332.0|53787.0|1462156.0|13074.0|[41.8934725, -87.7067506643109]
FAMILY SCHOOL|910 N LAKE SHORE DR APT 920 CHICAGO IL 60611-1546|Education N.E.C.|False|2009||||||||[37.8687886, -122.2592009]
ECONOMIC CLUB OF CHICAGO|177 N STATE STREET CHICAGO IL 60601-3607||True|2015|2014.0|3089198.0|2852201.0|5000677.0|1906084.0|1839559.0|1079158.0|[41.8854973, -87.6276201243936]
F IRVIUG HUTCHINS CHARITALE TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014.0|212814.0|91748.0|1549850.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
EDNA FAUST EDEN HOME MEMORIAL TRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014.0|13621.0|6823.0|129558.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
EDWIN E PERKINS FOUNDATION T-W 56675-17-6|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2015.0|258405.0|234763.0|3329750.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
EDGEWATER UPTOWN BUILDING CORPORATION|4740 N CLARK ST CHICAGO IL 60640-4689|Single Organization Support Community Improvement Capacity Building|True|2015|2015.0|122586.0|560278.0|4792259.0|2961071.0|0.0|88627.0|[41.96831315, -87.6677440799792]
DYC INC|6020 S UNIVERSITY AVE CHICAGO IL 60637-2704||True|2015|2015.0|0.0|-5366.0|9212.0|91447.0|0.0|0.0|[41.7855467911708, -87.5980473189766]
ELANA SPITZBERG FAMILY FOUNDATION|840 N LAKE SHORE DR APT 2203 CHICAGO IL 60611|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2012|2011.0|8838.0|14074.0|130045.0|1.0|9900.0|1.0|[37.8687886, -122.2592009]
ETTA BASCOM T W FBO STRONG MEMORIAL HOSPITAL-CANCER UNIT|10 S DEARBORN ILI-0117 CHICAGO IL 60603-2300||True|2016|2014.0|35052.0|37830.0|576845.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FIDELIS CENTER FOR LAW AND JUSTICE|PO BOX 2709 CHICAGO IL 60690-2709|Civil Liberties Advocacy Civil Rights Social Action Advocacy|True|2015|2015.0|1382660.0|1434830.0|148829.0|40094.0|1383146.0|0.0|[37.8687886, -122.2592009]
EDGE OF ORION|5805 N RIDGE AVENUE CHICAGO IL 60660-5325|Youth Development Programs Other Youth Development|True|2015|2015.0|151748.0|142455.0|13864.0|0.0|6000.0|0.0|[41.98758455, -87.6661273843323]
FARLEY FAMILY CHARITABLE FOUNDATION|PO BOX 2593 CHICAGO IL 60690-2593|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|218844.0|430959.0|6909620.0|0.0|23399.0|58.0|[37.8687886, -122.2592009]
ETICA INCORPORATED|641 W LAKE ST STE 200 CHICAGO IL 60661-1308|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2015|2015.0|550393.0|262347.0|90913.0|288217.0|3900.0|12685.0|[41.88537945, -87.6444955289978]
FAMILIES TOGETHER COOPERATIVE NURSERY SCHOOL|1500 W ELMDALE AVE CHICAGO IL 60660-2418|Kindergarten Preschool Nursery School Early Admissions Educational Institutions and Related Activities|True|2016|2016.0|582173.0|534862.0|339115.0|70653.0|29255.0|509261.0|[41.99115365, -87.6678505812553]
ESPERANZA HEALTH CENTERS|2001 S CALIFORNIA AVE 100 CHICAGO IL 60608-2486|Community Health Systems Health — General and Rehabilitative|True|2016|2015.0|10221541.0|8516036.0|4007995.0|1087071.0|2337041.0|7347422.0|[41.85470655, -87.6952888514824]
DUSABLE MUSEUM OF AFRICAN AMERICAN HISTORY INC|740 E 56TH PL CHICAGO IL 60637-1408|Museum Museum Activities Arts Culture and Humanities|True|2015|2015.0|3772544.0|3896375.0|17948996.0|841453.0|3422712.0|139408.0|[37.8687886, -122.2592009]
ETCETERA ENTERPRISES NFP|900 W ERIE ST APT D CHICAGO IL 60642-5976|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|False|2011|2011.0|9193.0|9164.0|53.0|0.0|693.0|8500.0|[37.8687886, -122.2592009]
EDGEBROOK-SAUGANASH ATHLETIC ASSOCIATION|6814 N TONTY AVE CHICAGO IL 60646-1315||True|2015|2014.0|302246.0|306470.0|55932.0|36868.0|0.0|72.0|[42.00470825, -87.7808743032534]
EARL L MULLINEAUX TRUST|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014.0|32416.0|28223.0|354710.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ETHEL R RUSSELL INTERVIVOS TRUST|10 S DEARBORN CHICAGO IL 60603-2300|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2015.0|61196.0|76334.0|1151718.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
E H & G E STRECKER MEM TRUST|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000||True|2016|2014.0|53056.0|34384.0|605242.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
EASY SOLUTION CONSULTANT INC|4554 N BROADWAY ST CHICAGO IL 60640-5642|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|False|2007||||||||[37.8687886, -122.2592009]
EMAGES INC|7601 S KOSTNER AVE STE 500 CHICAGO IL 60652-1100|Personal Social Services Human Services — Multipurpose and Other|True|2015|2015.0|458657.0|464440.0|112486.0|8605.0|458657.0|0.0|[41.7545294, -87.73190725]
FELINE FRIENDS|417 S JEFFERSON ST APT 204 CHICAGO IL 60607-3817|Animal Protection and Welfare Animal-Related|True|2016|2015.0|64175.0|58304.0|21199.0|0.0|41861.0|22314.0|[41.87624195, -87.6420551744004]
FAMILY RESOURCE CENTER|5828 N CLARK STREET CHICAGO IL 60660-4075|Children's Youth Services Human Services — Multipurpose and Other|True|2016|2015.0|1477722.0|1353917.0|1239825.0|542171.0|279900.0|1184953.0|[41.9877159, -87.6701791733523]
ESTHER S & ALAN SAKS FOUNDATION|3920 N LAKE SHORE DR APT 9S CHICAGO IL 60613-5134|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|1560.0|60708.0|60313.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
EVERGREEN INVITATIONAL NFP|111 SOUTH WACKER DRIVE CHICAGO IL 60606-4302|Fund Raising and/or Fund Distribution Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015.0|2653.0|390938.0|640972.0|31700.0|1500.0|0.0|[41.88028555, -87.6363352260669]
ELLA MAYBELLE HOCKERS TRUST UW 36751 36751|10 S DEARBORN ST CHICAGO IL 60603-2300||True|2016|2014.0|87753.0|100291.0|1508603.0|0.0|0.0|30.0|[41.8816079, -87.6301218]
FIELD-STEPHEN FOUNDATION|1 SOUTH DEARBORN ST CHICAGO IL 60603-2302|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|166246.0|128934.0|2100874.0|0.0|0.0|0.0|[41.88164055, -87.6286769869152]
EDWIN J HOFFRITZ TR UW ARTICLE SEVENTH|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|1403828.0|933192.0|13597355.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ELSA AND PETER SODERBERG CHARITABLE FOUNDATION INC|10 S DEARBORN IL1-0111 CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|3639455.0|77305.0|8347927.0|0.0|2523209.0|0.0|[37.8687886, -122.2592009]
FAMILY TREE-NEW BEGINNINGS|1507 E 53RD ST STE 850 CHICAGO IL 60615-4573|Family Services Human Services — Multipurpose and Other|True|2016|2013.0|0.0|939.0|7612.0|0.0|0.0|0.0|[41.7994651819542, -87.5887034324462]
FENTON E ENGLISH SCHOLARSHIP TRUST|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014.0|53419.0|53505.0|167850.0|0.0|53397.0|0.0|[37.8687886, -122.2592009]
EM FOUNDATION|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|60318.0|61821.0|657484.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FAR SOUTH CDC|11509 S ELIZABETH ST CHICAGO IL 60643-5115|Urban Community Economic Development Community Improvement Capacity Building|True|2015|2015.0|1271314.0|1259085.0|312982.0|188148.0|1218910.0|51566.0|[41.6838885325145, -87.6529491422149]
EDISON PARK ELEMENTARY FOUNDATION|6200 N OLCOTT AVENUE CHICAGO IL 60631-0000|Single Organization Support Educational Institutions and Related Activities|True|2015|2015.0|59924.0|14812.0|45112.0|0.0|59924.0|0.0|[41.993657, -87.813779]
ESMC TITLE HOLDING CORPORATION|1939 W 13TH ST STE 300 CHICAGO IL 60608-1237|Real Estate Organizations Community Improvement Capacity Building|True|2015|2015.0|2340780.0|1611756.0|27983822.0|35033377.0|0.0|2340780.0|[41.8648780551485, -87.6747332585962]
FAITH WORKS PAVILLION COMMUNITY DEVELOPMENT CORPORATION FAITH WORKS PAVILION|437 E 71ST ST CHICAGO IL 60619-1128|Management Services for Small Business Entrepreneurs Community Improvement Capacity Building|False|2009||||||||[37.8687886, -122.2592009]
FEEDING TOMORROW|525 W VAN BUREN ST STE 1000 CHICAGO IL 60607-3830|Research Institutes and/or Public Policy Analysis Food Agriculture and Nutrition|True|2015|2015.0|837865.0|371404.0|6928017.0|26080.0|603944.0|0.0|[37.8687886, -122.2592009]
EXELON NEW ENGLAND UNION POST- EMPLOYMENT MEDICAL SVGS ACCT PLAN|10 SOUTH DEARBORN 51ST FLOOR CHICAGO IL 60603-2300|Voluntary Employees Beneficiary Associations (Non-Government) Mutual/Membership Benefit Organizations Other|True|2015|2015.0|24812.0|12034.0|625939.0|0.0|0.0|21320.0|[37.8687886, -122.2592009]
ETHEL O HILL NECT TR UW 3401077000|10 S DEARBORN ST STE 21 FL CHICAGO IL 60603-2300||True|2015|2014.0|122039.0|75326.0|1175200.0|0.0|0.0|0.0|[41.8816079, -87.6301218]
ELIZABETH L SCOTT FBO INDIANA U 2835168010|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|25585.0|15506.0|275431.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FEEDING AMERICA|35 E WACKER DR STE 200 CHICAGO IL 60601-2104|Food Banks Food Pantries Food Agriculture and Nutrition|True|2015|2015.0|2200852165.0|2184632163.0|109025819.0|26879369.0|2149634703.0|21540597.0|[41.8864669, -87.6267442398263]
FAMILY MATTERS INC|7731 N MARSHFIELD AVE CHICAGO IL 60626-1107|Community Coalitions Community Improvement Capacity Building|True|2015|2015.0|812316.0|830105.0|481325.0|3158.0|829198.0|9127.0|[42.0220735, -87.6715987459534]
GAMALIEL LEADERSHIP GROUP INC|10711 S LONGWOOD DR CHICAGO IL 60643-3310|Single Organization Support Religion-Related Spiritual Development|False|2012|2012.0|0.0||1.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FRANCIS BEIDLER FOUNDATION|53 W JACKSON BLVD STE 530 CHICAGO IL 60604-3422|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|704888.0|903537.0|9821791.0|1.0|0.0|145.0|[41.8775257, -87.62955615]
GALVIN SCIENCE ROAD MAP PROJECT|71 S WACKER DR STE 3575 CHICAGO IL 60606-4610|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|1.0|650.0|15604.0|1.0|0.0|1.0|[41.8811007, -87.6360332229134]
FREEDOM TO READ FOUNDATION|50 E HURON ST CHICAGO IL 60611-2729||True|2015|2015.0|219020.0|300812.0|1123216.0|161138.0|184562.0|0.0|[41.89513935, -87.6261114919524]
FRANCES HOLLIS PALMROS TRUST C/O TEAM BANK|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2015.0|28966.0|28355.0|412095.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FREED FAMILY FOUNDATION|33 S STATE ST STE 400 CHICAGO IL 60603|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2012|2012.0|2651.0|2450.0|5650.0|1.0|2400.0|0.0|[37.8687886, -122.2592009]
GEORGE T HORTON AGREEMENT 1 HARRIS TRUST & SAVINGS BK TTEE|111 W MONROE ST TAX DIV 10C CHICAGO IL 60603-0000||True|2016|2013.0|781842.0|373747.0|9924189.0|0.0|0.0|0.0|[41.88035315, -87.6311364647904]
FRIENDS OF YOUNG ADULT MINISTRY|PO BOX 617554 CHICAGO IL 60661-7554|Single Organization Support Religion-Related Spiritual Development|False|2009||||||||[37.8687886, -122.2592009]
GEORGE & ANNA DITTMER SCHOLARSHIP TRUST FUND|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2015.0|16385.0|17236.0|239334.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
G M WHITE CHARITABLE TR|10 S DEARBORN CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|111824.0|86722.0|1399697.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FILIPINO-AMERICAN COMMUNICATIONS EMPLOYEES INC|225 W RANDOLPH ST STE 10A320 CHICAGO IL 60606-1838|Homeless Persons Centers Services Human Services — Multipurpose and Other|True|2015|2015.0|48153.0|44716.0|0.0|0.0|13933.0|0.0|[41.8841053, -87.63479305]
FLORA S RICHARDSON TRUST 56920002 1ST NATL BANK OF CHICAGO TTEE|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2014.0|99253.0|84786.0|963410.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FRIENDS OF PULASKI|2230 W MCLEAN AVE CHICAGO IL 60647-4410|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2016|2015.0|88610.0|21544.0|83536.0|0.0|86494.0|0.0|[41.918861, -87.682935895652]
FUND FOR INNOVATIVE T V|935 WCHESTNUT SUITE 405 CHICAGO IL 60642-0000|Television Arts Culture and Humanities|True|2015|2015.0|122319.0|144051.0|51883.0|56069.0|56303.0|66016.0|[37.8687886, -122.2592009]
FREDERICK A INGALLS TRUST 07390016 FBO MARGARET DONNAN|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|140038.0|81978.0|1393207.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FULCRUM POINT NEW MUSIC PROJECT|73 W MONROE ST CHICAGO IL 60603-4910|Music Arts Culture and Humanities|True|2015|2015.0|359539.0|359500.0|41486.0|1253.0|323646.0|35883.0|[41.88036155, -87.6302732007004]
FUTUREWORLD NFP CHICAGO KIDS GOT TALENT|1744 E 55TH ST CHICAGO IL 60615-5966|Arts Culture and Humanities N.E.C.|True|2015|2015.0|148500.0|146014.0|90001.0|134778.0|148500.0|0.0|[41.7951976, -87.5924723]
FOOD DESERT ACTION NFP|7424 S NORMAL AVE CHICAGO IL 60621-2308|Food Agriculture and Nutrition N.E.C.|False|2013|2013.0|205364.0|322154.0|76688.0|19520.0|144849.0|56746.0|[37.8687886, -122.2592009]
GARDEN CENTER SERVICES|10444 S KEDZIE AVE CHICAGO IL 60655-2018||True|2016|2015.0|6098245.0|6041997.0|5385032.0|2421895.0|2756919.0|3214441.0|[41.70305465, -87.7015801990285]
FREDERICK TAYLOR MEM ORGAN FD R79213006|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Protestant Religion-Related Spiritual Development|True|2015|2014.0|56804.0|46412.0|981457.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FREE STREET PROGRAMS INC|1419 W BLACKHWAY 3RD FL CHICAGO IL 60622-0000||True|2015|2015.0|194039.0|174962.0|39260.0|8122.0|130377.0|63640.0|[37.8687886, -122.2592009]
FRIENDS OF AGASSIZ|2851 N SEMINARY CHICAGO IL 60657-4363|Single Organization Support Educational Institutions and Related Activities|True|2015|2015.0|65923.0|61150.0|40378.0|0.0|3469.0|0.0|[37.8687886, -122.2592009]
FLORENCE C GREGORY CHARITABLE TRUST PNF|111 W EST MONROE ST TAX DIV 10C CHICAGO IL 60603-0000|Philanthropy Voluntarism and Grantmaking Foundations N.E.C.|True|2016|2014.0|1671445.0|984897.0|16759487.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
GALLERIA DOMAIN TWO NFP|3459 N KILDARE AVE F12 CHICAGO IL 60641-3831|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|True|2015|2015.0|194118.0|123646.0|258500.0|0.0|3763.0|0.0|[41.94434005, -87.734448464648]
FRANCES KINDELBERGER IRRV TR 9388496000|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014.0|91873.0|72063.0|1036178.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FREDERICKA MEYER CHRTBL TR MEYER FREDRICKA ET AL TTEES|225 W WASHINGTON BLVD STE STE 1120 CHICAGO IL 60606-2418|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015.0|422564.0|318332.0|8133746.0|0.0|0.0|0.0|[41.8832247, -87.6717945]
GEORGE E ELY UNITRUST|10 S DEARBORN CHICAGO IL 60603-2300||True|2016|2014.0|633405.0|521573.0|7604835.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
GATEWAY CHARITABLE FOUNDATION|55 E JACKSON BLVD STE 1500 CHICAGO IL 60604-4184|Fund Raising Organizations That Cross Categories Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015.0|155010.0|148763.0|4889942.0|0.0|154952.0|0.0|[41.87799725, -87.6255633148766]
FREDERICK W WEINHEIMER TRUST|135 S LASALLE ST CHICAGO IL 60603-4177||True|2016|2015.0|23238.0|34620.0|546391.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FIGHT FOREVER FOUNDATION|311 S WACKER DR STE 2500 CHICAGO IL 60606-6674|Specifically Named Diseases Diseases Disorders Medical Disciplines|True|2015|2014.0|500.0|1270.0|31498.0|0.0|500.0|0.0|[41.8774456, -87.635911391582]
GENERAL DYNAMICS LAND SYSTEMS UAW EDB BENEFIT TRUST|C/O NORTHERN TRUST 50 S LASALLE ST CHICAGO IL 60603-0000||True|2015|2015.0|123588.0|376754.0|4739038.0|1570230.0|0.0|0.0|[37.8687886, -122.2592009]
FRIENDS [email protected] SCHOOL|2522 N WASHTENAW AVE CHICAGO IL 60647-1816|Single Organization Support Educational Institutions and Related Activities|True|2015|2015.0|3555.0|2200.0|4460.0|0.0|3554.0|0.0|[41.9273807, -87.6953095727955]
GET OUT OF YOUR BOAT MINISTRIES CAPTIVATING KEYBOARDS|5901 W RACE AVE CHICAGO IL 60644-1463|Religion Related Spiritual Development N.E.C.|False|2013|2013.0|42911.0|45810.0|3422.0|6321.0|7900.0|29549.0|[37.8687886, -122.2592009]
FOX VALLEY COMMUNITY FOUNDATION|1607 E 50TH PL APT 1D CHICAGO IL 60615-6103|Fund Raising and/or Fund Distribution Recreation Sports Leisure Athletics|True|2016|2014.0|1148.0|1148.0|1.0|0.0|1148.0|0.0|[41.8032221, -87.5861573]
FRANCIS W PARKER SCHOOL|330 W WEBSTER AVE CHICAGO IL 60614-3820|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2015|2015.0|37154792.0|36990265.0|141514808.0|31477271.0|5699386.0|30920281.0|[41.9227882, -87.6377480347481]
GARRETT EVANGELICAL THEOLOGICAL SEMINARY EMPL MED PLAN & TRUST|200 S WACKER DR STE 1000 CHICAGO IL 60606-5860||False|2006||||||||[37.8687886, -122.2592009]
FIRST DEFENSE LEGAL AID|1111 N WELLS ST STE 308A CHICAGO IL 60610-7507|Legal Services Crime Legal-Related|False|2014|2014.0|200496.0|176838.0|106355.0|0.0|200496.0|0.0|[37.8687886, -122.2592009]
FRIENDS OF PRENTICE|251 E HURON ST GALTER PAV 3-200 CHICAGO IL 60611-2908||True|2015|2015.0|91761.0|124400.0|2114710.0|2560646.0|23154.0|0.0|[41.89498135, -87.6215362422612]
GENERAL DYNAMICS LAND SYSTEMS RETIREE BENEFIT TRUST AGREEMENT|C/O NORTHERN TRUST 50 S LASALLE ST CHICAGO IL 60603-0000||True|2015|2015.0|19216120.0|21589329.0|220136547.0|297811.0|0.0|3911.0|[37.8687886, -122.2592009]
FRIENDS OF HOLSTEIN PARK INC|2200 N OAKLEY AVE CHICAGO IL 60647-3236|Parks and Playgrounds Recreation Sports Leisure Athletics|True|2015|2015.0|9848.0|12093.0|131314.0|0.0|194.0|9253.0|[41.9217375, -87.6850957605202]
FIRST METHODIST CHURCH TR UW E H GARY T-11543|10 S DEARBORN CHICAGO IL 60603|Single Organization Support Religion-Related Spiritual Development|False|2014|2013.0|7140.0|3787.0|283245.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FOUNTAIN VALLEY SCHOOL ENDOWMENT TRUST|10 S DEARBORN ILI-0117 CHICAGO IL 60603-2300|Single Organization Support Educational Institutions and Related Activities|True|2016|2014.0|115513.0|81257.0|1833241.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
GAMMA BETA FOUNDATION|601 S LASALLE ST 410 CHICAGO IL 60605-0000|Student Services Organizations of Students Educational Institutions and Related Activities|True|2015|2015.0|43965.0|56584.0|54780.0|0.0|43792.0|0.0|[37.8687886, -122.2592009]
FRIENDS FOR LIFE RESOURCE CENTER INC|6816 S PAXTON AVE STE 3 CHICAGO IL 60649-1603|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015||||||||[41.77117785, -87.5718859522512]
FRANCIS J VAN BORTEL AND DOROTHY GREEY VAN BORTEL FUND|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Corporate Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015.0|129384.0|102115.0|1393982.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FRANCISCAN OUTREACH|1645 W LE MOYNE ST CHICAGO IL 60622-2240||True|2015|2015.0|2537413.0|2893109.0|698247.0|231458.0|2538179.0|0.0|[37.8687886, -122.2592009]
GABRIELLA AND PAUL ROSENBAUM FOUNDATION|150 N MICHIGAN AVE STE 2130 CHICAGO IL 60601-7569||True|2015|2013.0|73160.0|406717.0|1481080.0|0.0|66772.0|2188.0|[41.88480615, -87.6249526161398]
FRIENDS OF WOLF POINT|333 N CANAL ST APT 2002 CHICAGO IL 60606-1493|Education N.E.C.|True|2015|2015.0|0.0|1666.0|2100.0|0.0|0.0|0.0|[41.88754165, -87.6395938857695]
GENOA COMMUNITY SERVICES|1126 W 99TH ST CHICAGO IL 60643|Child Day Care Human Services — Multipurpose and Other|False|2013|2013.0|183453.0|317867.0|264705.0|30921.0|145293.0|38160.0|[37.8687886, -122.2592009]
GAMMA ALPHA ORGANIZATION OF CHICAGO|5621 S UNIVERSITY AVE CHICAGO IL 60637-1523|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|True|2015|2015.0|37380.0|34658.0|166966.0|9630.0|0.0|0.0|[41.7925945, -87.5977083981614]
FRIEND FAMILY HEALTH CENTER INC|800 E 55TH ST CHICAGO IL 60615-4906|Health Treatment Facilities Primarily Outpatient Health — General and Rehabilitative|True|2016|2016.0|19871548.0|18174588.0|15888810.0|2367545.0|5059311.0|14695371.0|[41.7956747, -87.605392411566]
FRANKLIN LINDSAY STUDENT AID FUND|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014.0|773917.0|428755.0|21491768.0|1.0|0.0|0.0|[37.8687886, -122.2592009]
GFOA NATION CONFERENCE COMMITTEE II CORPORATION|203 N LA SALLE ST STE 2700 CHICAGO IL 60601-1216|Political Science Social Science Research Institutes Services|False|2007||||||||[37.8687886, -122.2592009]
GARFIELD PARK CONSERVATORY ALLIANCE|300 N CENTRAL PARK AVE CHICAGO IL 60624-1996|Environmental Education and Outdoor Survival Programs Environmental Quality Protection and Beautification|True|2015|2015.0|1197111.0|1187696.0|1599886.0|330408.0|1049096.0|525.0|[41.8855878, -87.7306118]
FRANK KOTTRASCH TRUST C-O NORTHERN TRUST BANK-LAKE FOREST|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2014.0|50440.0|58994.0|854419.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FRIENDS OF LINCOLN PARK HIGH SCHOOL|2001 N ORCHARD ST CHICAGO IL 60614-4404|Single Organization Support Educational Institutions and Related Activities|True|2015|2015.0|100322.0|89379.0|122255.0|86844.0|52558.0|0.0|[41.9187284, -87.6458532565171]
FITZSIMONDS CHARITABLE TRUST|10 S DEARBORN CHICAGO IL 60603-2300|Corporate Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|202980.0|180279.0|3053972.0|0.0|170.0|0.0|[37.8687886, -122.2592009]
FRANCES K ROSS TW 3401079600|10 S DEARBORN IL1-0111 CHICAGO IL 60603-2300||True|2016|2014.0|52823.0|17372.0|600625.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
FILIPINO AMERICAN COUNCIL OF CHICAGO FACC|1332 W IRVING PARK RD CHICAGO IL 60613-1907|Unknown (P00Z) Human Services — Multipurpose and Other|True|2016|2016.0|51491.0|55887.0|79134.0|97095.0|51491.0|0.0|[41.953365, -87.7364471]
FOUNDATIONS COLLEGE PREPARATORY SCHOOL|1233 W 109TH PL CHICAGO IL 60643-3706|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2015|2015.0|2419439.0|2260032.0|1642331.0|1326237.0|2417992.0|1162.0|[41.6946863, -87.6534285921859]
FRANK & INA BRINTON EDUCATIONAL & CHARITABLE TRUST|10 S DEARBORN IL1-0111 CHICAGO IL 60603-2300||True|2015|2014.0|124437.0|136067.0|2147442.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
GEORGE WASHINGTON CARVER PRIMARY WHEATLEY CHILD PARENT CENTER ENDOWMENT TRUST|PO BOX 288562 CHICAGO IL 60628-8562|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2014.0|1493.0|1501.0|1025.0|1.0|1492.0|1.0|[37.8687886, -122.2592009]
FITCH GILBERT MEMORIAL TR|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2014.0|179798.0|174716.0|2795781.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
