626,The Pennsylvania State University,
627,National Able Network,Operation ABLE (Ability Based on Long Experience) was organized in 1977 as a not-for-profit organization through a grant from the Chicago Community Trust to place older workers in meaningful employment. During the next decade through 1980 local networks of senior employment agencies were established. ABLE provided technical assistance and training to these agencies to improve service delivery to job seekers and employers and to serve as an advocate for older workers. ABLE established a hotline as a focal point for job seekers to call for services and referrals to network agencies as well as for employers to connect with jobs with network agencies. In 1980 ABLE began operating its first direct service program under the Comprehensive Employment and Training Act (CETA) with offices in Harvey and Oak Park IL funded through the President's Office of Employment Training (POET) under the management of the Cook County Board of Commissioners and provided services to economically disadvantaged workers 40 and older. ABL
628,Franciscan Outreach Association,
629,Centro De Trabajadores Unidos: Immigrant  Workers’ Project,Chicagoâs infamous steel industry a leader in the nationâs steel production for nearly a century was based on the southeast side.  Fueling the economy of our community steel mill jobs drew a large population of immigrants from various countries and migrants from across the United States.  With the decline of steel manufacturing beginning in the 1970âs however unemployment escalated and well paying union jobs have been replaced with low-wage jobs in service and retail.  Local studies as well as our experience have shown that in the low-wage sector workers suffer from high rates of wage violations and unsafe conditions.  Employers have taken advantage of a vulnerable workforce creating a culture of exploitation that bolsters their profits to the detriment of the very workforce community businesses depend upon.In 2008 after experiencing labor abuses a group of immigrant workers were determined to create a stable resource to serve Chicagoâs southeast side.  That resource would ensure low-wage immigrant workers ha
630,Carlson Community Services,
631,Aspire of Illinois,In 1960 ten young families rejected the advice of doctors and views of society and chose to believe that their children all with a developmental disability deserved to live learn and grow in the community. At a time when parents were encouraged to place a child with disabilities in an institution and move on with their lives these families founded Aspire.   It's been a remarkable journey over the past 52 years. Aspire has grown from ten families meeting in a church basement into a comprehensive nonprofit serving more than 1000 children adults and their families each year with a wide range of caring programs in Chicago and throughout the western suburbs. Whether we help a child take her first steps or assist an adult to find his first job our goal is always the same--helping people with developmental disabilities achieve their highest potential so they can live learn and grow in the community.
632,Community Renewal Society,
633,Metropolitan Mayors Caucus,
634,Opera-Matic,
635,she crew,a sponsored project of Fractured Atlas
636,Juvenile Diabetes Research Foundation Illinois Chapter,
637,The Kitchen Community,
638,Tellin’ Tales Theatre,
639,The Well of Mercy,
640,The Scripps Research Institute,
641,Heart Haven OutReach,
642,Northwestern University Bienen School of Music,"One of the oldest degree-granting music institutions in the United States, Northwestern Universityâs Henry and Leigh Bienen School of Music combines a nationally ranked music program of conservatory-level intensity with the academic rigor and scholarly resources found only at a world-class private research university. Established as the Conservatory of Music by the Northwestern University Women's College, it named educator and composer Peter Christian Lutkin as its first director in 1891, and later its first dean in 1895 under the School of Music. The administration of the current dean, Toni-Marie Montgomery, began in 2003. Under her leadership, the construction of a new, state-of-the-art building was announced in February 2008 and set to open in 2012. Additionally, through the generosity of trustees and other donors, the school received a naming gift, honoring retiring University President Henry Bienen and his wife Leigh. The Bienen School of Music today has an enrollment of more than 600 undergraduate and g"
643,Rosalind Franklin University of Medicine and Science,"Rosalind Franklin University of Medicine and Science began in 1912 when a group of idealistic physicians and community leaders formed a non-profit school, then known as the Chicago Hospital-College of Medicine, to serve medical students who were able to attend at night.  From the beginning, the institution, long known as the Chicago Medical School, rejected the use of quotas to limit minority enrollment."
644,Alzheimer’s Drug Discovery Foundation,
645,Greater Southwest Development Corporation,
646,Health & Disability Advocates,"Founded in 1992 HDA is a national nonprofit that formed as a small ad hoc ""Chicagoland SSI Coalition"" to promote awareness of safety net benefits among seniors and people with disabilities. Today HDA has a successful track record for bringing together unlikely partners to address systemic barriers to health workforce and education equity. Over the past decade alone HDA has contributed to the creation of every major health care program in Illinois including the 100% Campaign for Aid to the Aged Blind and Disabled Illinois Cares Rx Pay in Spenddown Health Benefits for Workers with Disabilities and AllKids ? providing more than 100000 low-income people with special health care needs with health coverage. Staff attorneys have served as co-counsel in landmark class-action suits such as Memisovski v. Maram which led to systemic improvements in health care delivery for low-income children in Illinois. HDA has also served as a best practice technical assistance center for over 35 states to implement health care and w"
647,Ford Heights Community Service Organization,
648,"Piccolo Theatre, Inc.","EFT has produced the award winning Custer Street Fair since 1972. In 1985 the organization became Evanston Festival Theatre, Inc., a not-for-profit corporation. Custer Fair now attracts 70,000 people each year and features 360 arts and craft exhibitors, 30 restaurants and three stages for musical & theatrical performances."
649,The University of Chicago School of Social Service Administration,"The Network for College Success (NCS) is a network of CPS principals and partners committed to transforming Chicago public high schools to improve instruction, reduce dropout rates, and support high levels of college enrollment and success for all students. To this end, NCS supports practicing school and district leaders by offering them: "
650,ABJ Community Services,"ABJ Community Services, Inc. is a high- performing, family-oriented social service organization founded by Dr. Vivian R. Jones on April 14, 1993, and holds a license to provide child welfare and substance abuse counseling and treatment services.  ABJâs mission is to meet the physical, emotional, and social needs of families, children, and senior citizens by offering effective health and human services.  Our long term vision is to expand to become an internationally connected organization with the strong ability to meet the needs of people globally.  "
651,Nonprofit Leadership Alliance,
652,Catholic Charities of the Archdiocese of Chicago,
653,"Cool Classics, Inc.",
654,The Space/Movement Project,
655,American Jewish Committee,"Begun as an organization advocating for the rights of immigrants in 1906, AJC has blossomed into the premier Jewish civil rights organization. Based on the premise that the rights of one minority cannot be guaranteed without ensuring that all people have the same rights, AJC works to create meaningful relationships between Jews and other religious and ethnic groups through joint advocacy opportunities and cultural events that promote democratic values and human rights for all."
656,Nathalie P. Voorhees Center for Neighborhood and Community Improvement,"Since its establishment in 1978, the Center has assisted over 100 organizations and local government entities on community planning and development projects, generating over 300 major studies and reports on community development and affordable housing issues. The overarching goal of the Center has always been community development, and affordable housing has been its area of expertise and focus of over the years. But the structural changes in community development demand that the field of community development, as never before, expand its reach. To this end, the Center works with groups on issues related to housing, health, education, employment, transportation, safety and culture."
657,Puerto Rican Arts Alliance,"Founded in 1998, PRAA began in the home of a volunteer and later became an Arts Partner of the Chicago Park District, offering programming at the Humboldt Park Field House in the heart of Chicago?s long-time Puerto Rican community on the city?s northwest side. After successful start-up and more than a decade of careful growth and expanding service to the community, PRAA began to outgrow its space at the Field House. PRAA acquired from the City of Chicago a century-old firehouse building in the Avondale-Logan Square area for adaptive reuse as the organization?s headquarters and new program site. A seasoned consultant (now director of the Smithsonian Latino Institute) conducted a business planning process with PRAA and created an assessment and operating plan that identified optimal uses of the building, shaped the architectural plans, and prepared for effective and efficient management and operations of the facility with market research, needed policies, staffing plan, operating schedule and pro forma. Followi"
658,Thodos Dance Chicago,
659,Midtown Educational Foundation,
660,Living Works,
661,Sunlight African Community Center,
662,Emergency Fund,"In 1973, The Emergency Fund was founded by Chicago businessman and philanthropist, Norman H. Stone. Mr. Stone was stirred to act when he read an article about a Chicago family in need who could not find financial assistance at any social agencies. Based on the values of providing help immediately and without red tape, Mr. Stone founded the Emergency Fund. Since that beginning we have built relationships with community leaders and social service agencies. These partnerships are the very heart of the Emergency Fund."
663,Hyde Park Jazz Festival,
664,Teen Living Programs,
665,Woodstock Institute,"Woodstock Institute is a leading nonprofit research and policy organization in the areas of fair lending, wealth creation, and financial systems reform. Woodstock Institute works locally and nationally to create a financial system in which lower-wealth persons and communities of color can safely borrow, save, and build wealth so that they can achieve economic security and community prosperity. Our key tools include: applied research; policy development; coalition building; and technical assistance. Woodstock Institute has been a recognized economic justice leader and bridge-builder between communities and policymakers in this field since it was founded in 1973 near Woodstock, Illinois. Now based in Chicago, we work with community and philanthropic groups, financial institutions, and policymakers. Funded by foundation grants, consulting fees, and charitable donations, we conduct research on financial products and practices, promote effective state and federal policies, convene a coalition of community investme"
666,Black Ensemble Theatre Corporation,Founded in 1976 by producer and playwright Jackie Taylor Black Ensemble Theater located in the heart of Chicagoâs Uptown neighborhood has grown from a small community arts organization to a vibrant nationally and internationally renowned arts institution.  A leader and innovator in the African-American and mainstream arts communities Black Ensemble Theater is regognized as one of the most diverse theaters in the country producing excellent musical theater.  Numerous milestones mark the history of the company but the recent grand opening of the Black Ensemble Theater Cultural Arts Center a new state-of-the-art theater complex is the companyâs proudest achievement.  Black Ensemble achieves its mission through productions and programs that perpetuate the history of the African-American people while reaching out to cross-cultural audiences and serving disenfranchised families in Chicagoâs inner-city neighborhoods.  Black Ensemble is known for its tradition of excellence organizationally and onstage. Through perfo
667,A Better Chicago,
668,Madonna Mission,
669,Featherfist,
670,The Adler School of Professional  Psychology,"Since 1952, the Adler School has been a pioneer of socially responsible psychology. Today, we work in partnership with approximately 700 community-based organizations and annually deliver some 400,000 hours of community and clinical services to underserved communities and marginalized populations. Two campuses - Chicago and Vancouver - enroll some 1000 students annually. As the oldest independent school of psychology in North America, we continue to lead the way in socially responsible academics and hands-on learning. Founded in 2005, our Institute on Social Exclusion (ISE) is one of the main element by which the Adler School advances its social justice agenda. A central theme in the work of the ISE is to create a more just society by increasing awareness of and working to dismantle the underlying structural causes of injustice. ISE engages in three areas of activities: 1) Research designed to identify the structural origins of social disadvantage and inform structural interventions; 2) Community Outreach inf"
671,Restoring the Path,
672,The Children’s Center of Cicero-Berwyn,"Founded in 1978, The Childrens Center of Cicero-Berwyn is a private not-for-profit corporation chartered in the State of Illinois to provide child care services. The agency is designated as a 501(c)(3) organization by the Internal Revenue Service and is registered as a charitable trust. It is governed by a voluntary Board of Directors and is staffed by qualified persons with education, training and experience in early childhood. All day care programs are licensed by the Illinois Department of Children and Family Services, and all licensed sites are accredited by the National Association for the Education of Young Children (NAEYC). Enrollment includes children six weeks to ten years of age and their families. Programs of The Childrens Center are located at four sites in Cicero and three in Berwyn. Programs include Early Head Start, Head Start (center and home-based), Pre-Kindergarten, Infant/Toddler day care, Preschool daycare, School-age after school care, and Parent and Child drop-in programs that offer fami"
673,Accessible Contemporary Music,"Accessible Contemporary Music (ACM) is a non-profit organization in Chicago dedicated to promoting the music of living composers.   We give at least six concerts a year of contemporary music in diverse venues such as the Chicago Cultural Center, the Green Mill, the Museum of Contemporary Art, schools, theatres and many others.  Our concerts often feature works by composers whose works deserve to be heard but who may not yet have garnered an international reputation."
674,HCP of Illinios,
675,The National Public Housing Museum,"The National Public Housing Museum will be housed in the last remaining building of the historic Jane Addams Home on Chicago?s near west side. The building was home to thousands of families over six decades, and has been vacant since 2002. CHA leadership slated the building for the new Museum in response to residents? requests. The three-story brick building at 1322-24 West Taylor opened in 1938 and was one of a trio of demonstration projects in Chicago built under the Public Works Administration Act, which was created to provide jobs and help revive the Depression-era economy. Designed by a team of architects headed by John Holabird, the buildings were named after the Nobel Prize-winning founder of Chicago?s Hull House, Jane Addams. The Jane Addams Homes not only provided affordable housing, but also offered child care, employment counseling, and a variety of other pioneering social services. The preservation of the last remaining edifice of the Jane Addams Homes as the Museum's chief artifact reflects 1930s"
676,Lynn Sage Cancer Research Foundation,
677,The Experimental Station,
678,Tuesday’s Child,"Tuesdays Child is a nonprofit organization established in 1980 at Childrens Memorial Hospital by Dr. Victoria Lavigne, a clinical child psychologist, and Katherine Augustyn, an early childhood specialist. In 1984, Tuesday's Child was incorporated as a 501 c(3) nonprofit organization."
679,Pathways Foundation,
680,Payton Citywide Math Circle,
681,"VOX 3 Collective, Inc. NFP","Begun as an informal discussion of friends and colleagues regarding the lack of formalized support for the recital genre, VOX 3 Collective incorporated in 2007 and subsequently instituted one of Chicago?s only regular privately-sponsored art song recital series. The group has been featured on WFMT, WBEZ, and WLUW radio, WOCH television, and recommended by critics and publications throughout Chicago. In January 2013, VOX 3 released its first two albums, available on iTunes and CDBaby."
682,Chicago Kids Company,"Chicago Kids Company was founded in June of 1992 as a 501(c)(3) nonprofit organization by Paige Coffman and Jes?s Perez.  These two Chicago award-winning professionals have over 40 years combined experience in writing, producing, and performing in plays designed for children in the Chicago area.  Through their years of working for other childrens theatre companies, they came to realize that often the only children who were able to see plays in Chicago were the children who could afford it.  They decided to join forces, pool their collective talents, and create a company that would provide quality productions for all children."
683,Chicago Coalition for the Homeless,
684,Anti-Defamation League,
685,The Chicago Ballet Center,
686,"Chicago Poetry Slam, Inc.",
687,Chicago Debate Commission,
688,Kuumba Lynx,"In 1996, three young women frustrated with the cuts to public schools arts funding and the increased implementation of a harsher criminal justice system, founded Kuumba Lynx. Jaquanda Villegas, Jacinda Bullie, and Leyda Garcia believed that an empowering arts advocacy program was crucial to overcome ethnic minority youth over-representation in the juvenile justice system, and their under-representation at tertiary institutions. For marginalized youth to believe that they could aspire toward a better future, they first had to acquire the ability to imagine an alternate reality. For the founders, that imagination could only be fostered through transgressive hip-hop pedagogy focused on youth development but using the vehicle of urban arts and education."
689,La Rabida Children’s Hospital and Research Center,"In 1893 the government of Spain constructed a Chicago World?s Fair Columbian Exposition hall as a replica of Spain?s La Rabida Monastery ? the embarkation site of Columbus? new world exploration in 1492.After the fair the Spanish Consulate donated the building located on Lake Michigan at Jackson Harbor to the City of Chicago for use as a fresh air sanitarium for sick children. A group of volunteer women led the effort to equip and staff the facility raising money for operations and recruiting volunteer physicians. The Women's Board of La Rabida still in existence today made it their mission to provide a ""medical refuge for sick children"" and relief for ""tired and weary mothers.""For generations we have responded to the medical needs of the time. In the 1930s La Rabida physicians turned their attention to rheumatic fever which claimed the lives of young children through the 1950s. The hospital gained international recognition for research that led to the eradication of that disease. In the 1960s with the threat"
690,Lakeview Action Coalition,"LACâs roots are from the Lakeview Tenants Organization (LTO) and LAC as a multi-issue community orgaization was founded in 1994. The coalitionâs 49 member institutions include diverse religious congregations, nonprofit agencies, business associations, banks, and 2 HUD tenants associations. LACâs power and ability to make change is based on the power of the organizations within our membership. "
691,University of Chicago Center for Elementary Mathematics & Science Education,"CEMSE was established in 2001 to promote innovations in curriculum, technology applications, education research, and program implementation support, with a special focus on prekindergarten through eighth grade. Core funding for CEMSE is provided through an agreement between the University and the original authors of the Everyday Mathematics (EM) program. The agreement allocates a portion of royalties from the sale of EM to the Center. Other program funding comes from grants and contracts for funded projects. Total funding last year was $8 million, with $7.6 million expected in the current fiscal year."
692,The Peace Corner,The Peace Corner began in 2002 by Father Maurizio Binaghi in response to a need for a positive community organization that would get the youth off the street corners and into a safe haven where they could resist the temptations of gangs and receive positive support services. Each day approximately 60-80 youth come to The Peace Corner as an alternative to life on the streets.  They are met with positive role models who provide the encouragement necessary to complete their school work or complete requirements to obtain their GED.
693,Artists Cooperative Residency and Exhibitions Project,
694,Voices for Illinois Children,
695,Spudnik Press Cooperative,
696,Auditorium Theatre of Roosevelt University,
697,State of Black Chicago Congress,
698,Step Up Women’s Network,
699,Arts & Business Council of Chicago,
700,Betty Shabazz International Charter School,
701,City of Blue Island,"The City of Blue Island is a non-home rule unit of local government, serving a population of approx. 23,700 residents.  Blue Island was first settled in 1835, incorporated as a Village in 1872 and as a City in 1901.  The City of Blue Island enjoys a unique position in the south suburbs, possessing uncommon assets and considerable potential for future investment and growth. With an extensive network of major roadways and convenient public transit connections to and from the greater Chicago region (via six Metra stations, Pace Bus service, and the nearby CTA), Blue Island is well-matched to the needs of businesses and employees alike. Excellent health care and recreational facilities, walkable neighborhoods, and a diverse housing stock are other key assets that make Blue Island a great place to live, work, and raise a family."
702,CircEsteem,"CircEsteem began in 2001 with Alternatives, a social service agency, as its fiscal agent. This successful pilot became an ongoing program at Alternatives, and CircEsteem became an independent nonprofit organization in May 2003. Since then, CircEsteem youth have performed hundreds of times, including shows at the Chicago Cultural Center, The Taste of Chicago, and The Uptown Unity Festival. During the last five years, CircEsteem has expanded the opportunities it provides its youth by including trips to the American Youth Circus Organizations Festivals in San Francisco, St. Paul, and Normal, Illinois. CircEsteem has participated in two tours of Germany with its sister youth circus, Circus Pimparello, and CircEsteem youth have traveled to Europe to compete in the International Gymnastics Wheel Competition."
703,Planned Parenthood of Illinois,"PPIL is proud to be a member of the nationâs oldest and largest voluntary reproductive health care organization.  Like all Planned Parenthood affiliates we trace our roots to Americaâs first birth control clinic opened by Margaret Sanger in New York in 1916. Shortly thereafter the Illinois Birth Control League began making family planning services available in Chicago. By 1940 ten ""birth control centers"" had been opened in the Chicago area with affiliates in Champaign and Springfield. During the course of the following decades thanks to the passage of Title X advances in contraception and the legalization of abortion the organization grew to offer comprehensive reproductive health services through five Planned Parenthood affiliates.  In 2008 the Illinois affiliates merged to form one statewide organization Planned Parenthood of Illinois (PPIL). Planned Parenthoodâs four c4 organizations in Illinois also consolidated operations to establish Planned Parenthood Illinois Action."
704,Foresight Design Initiative,"Founder and Executive Director Peter Nicholson began plans for what became the Foresight Design Initiative in 2002. The organization was officially incorporated in March 2003. Accomplishments include producing two sustainable design competitions (2004-05), four multifaceted community-building Sustainable Convergence events (2004-2008), and the Sustainovate Business Conference and related Sustain Illinois sustainable business competition (2009). The organization has also developed and taught more than 15 different sustainable business workshops and successfully run its Immersion summer program for the past 9 years. More than 600 people have attended ForesightÃ¢Â€Â™s highly evaluated sustainable careers workshop since its inception in 2008. The organization is also proud of the many staff members at other local organizations who are former Foresight interns. Finally, the organization has initiated and consulted on a range of projects, from Green Business Strategy Development, to plastic grocery bag reduction, to sta"
705,"Urban Initiatives, Inc.",UI founders began their careers as substitute teachers for the CPS system. While teaching at Byrd Academy in the Cabrini-Green neighborhood they witnessed firsthand the hurdles that at-risk children must overcome in order to reach their full potential?specifically education underachievement and at-risk health conditions. As sports enthusiasts and professional soccer coaches they recognized the power of sports programs to address youth issues. Thus they organized a soccer team and coached 12 students before and after school with donated equipment and nutritious snacks that were bought out-of-pocket. In addition participants worked hard in the classroom in order to meet their coaches? high academic expectations because their participation on the soccer field was contingent on their classroom performance and behavior. As word spread of the program it grew in popularity and scope. They standardized their soccer curriculum and added specific health education and character components. They founded UI in 2003 to pro
706,Between Friends,Between Friends began 26 years ago when women on the north side of Chicago were moved to take action against the prevalence of domestic violence in their neighborhoods. To begin they gathered their resources and began fundraising to give grants to local nonprofits who were addressing the issue. However it soon became clear that the need for services far outweighed the availability and so in 1991 they began providing direct services in the form of counseling and a 24-hour crisis line. Between Friends has come a long way since those humble beginning. Today we address domestic violence as both an individual and community issue and offer our Relationship Education: A Choice for Hope (REACH) teen healthy relationships program and our Healthcare and Community Education programs to educate youth and adult audiences about how to foster healthy relationships and how to prevent domestic violence before it begins. For domestic violence survivors Between Friends provides a Crisis Line Counseling and Support Services and 
707,Mano a Mano Family Resource Center,"Mano a Mano (MaM) began in 2000 through the combined efforts of local government and law enforcement to address the many unmet needs among the growing population of Latino immigrants to the Round Lake area. MaM continues through the financial support from many foundations, corporations, individual donors and the United Way of Lake County. Today it owns its own building (3,417 sq. ft.) complete with well-equipped classrooms, a modern computer lab, an educationally rich childcare room and playground. While Mano a Mano serves people from all over Lake County, the majority come from the Round Lake area, which has been one of the major destinations for Latino immigrants in the Chicago metro area over the last decade."
708,Active Transportation Alliance,The Active Transportation Alliance began life in 1987 as the Chicagoland Bicycle Federation an all-volunteer organization of bicyclists who sought to promote bicycling as a healthy fun and clean way to travel; and to fight for the safety of bicyclists on the road. Along the way we attracted members donors and political allies through years of respected work in bicycle safety planning and promotion. Since 1999 more than $100 million worth of trails bike lanes bike racks and other projects became a reality because Active Trans was there helping asking training and working. In 2008 we introduced a new brand and expanded mission statement to include advocating for pedestrians and transit users. And now over 25 years after our founding Active Trans has grown to be the largest advocacy organization for walking biking and transit in the U.S. Our 7000 members 24 board members and 26 professional full-time staff along with our donors and partners stand poised to take on the next 25 years to make Chicagoland the most w
709,Chicago Humanities Festival,"Since its founding in 1989, the Chicago Humanities Festival (CHF) has grown into one of the most expansive and accessible public humanities events in the country.  Each fall, the Festival produces 100 humanities programs during an intensive three-week period throughout the Chicago region.  An array of lectures, panels, roundtables, and performances across all disciplines attracts an annual audience of nearly 50,000 that are given access to the foremost thinkers of our time.  The caliber of past presenters is evident in a partial listing that includes Tony Kushner, Maya Lin, Matt Groening, David McCullough, Junot Diaz, Dick Gregory, Simon Schama, Arthur Miller, Tom Wolfe, Stephen Sondheim, Edward Albee, Frank Rich, V. S. Naipaul, Joyce Carol Oates, Oscar Hijuelos, Joan Didion, Adam Gopnik,  Mark Doty, Joel Meyerowitz, Alex Katz, Jeffrey Sachs, Elie Wiesel, John Updike, Toni Morrison, August Wilson, E.L. Doctorow, and Studs Terkel.
We cover all the humanities with programs structured to be accessible and appeal"
710,"Chicago Cares, Inc.",
711,University of Illinois at Chicago Learning Sciences Research,
712,Gilloury Institute Silk Road Rising,
713,Global Girls,"Global Girls, Inc. was incorporated in January 2000 and began working with only eight girls in a trailer at Olive Harvey College. Today through a variety of programs, we provide a safe space where girls ages 8-18 learn communication, presentation and performance skills. Over 500 hundred youth participate annually in community and school based arts education, arts creation and arts presentation programs. In weekly sessions, participants learn skills to investigate their world and then turn findings into performance pieces which are performed throughout the community.. The result is socially conscious, youth driven productions and products that gives voice to youth issues and concerns.
As participants learn dance, acting and story crafting, they also learn valuable skills that help them bolster their resiliency, understand others and navigate the world around them. Global Girlsâ mission is to equip girls with skills that nurture their individual growth and inspire them to use their talents for positive change "
714,Guardian Angel Community Services,"Founded in 1897 as an orphanage, GACS has adapted services over the years to meet community need. The Agency provided ongoing care for approximately one hundred and thirty children at a time until the late 1960s when significant changes in child welfare contributed to the number of children in residence dropping markedly. In 1970, the Agency performed a study to assess community needs. Services for emotionally disturbed children and children in crisis were determined to be of greatest need so the Agency began providing residential treatment and shelter care. In 1973, the Agency became a separate non-profit corporation with its own Board of Directors. Shortly thereafter, the Agency became a licensed child welfare agency and began licensing foster homes. In 1976, an inquiry from the Department of Mental Health led to the establishment of the Day Treatment program which today is the Dillard Harris Education Center serving children who can not be served by public schools due to behavioral problems. During the 198"
715,Inspiration Corporation,Inspiration Corporation?s first program Inspiration Cafe was founded in 1989 by Lisa Nigro a police officer who was searching for a personal response to the people she encountered on her beat. Programming originally included restaurant-style meals at Inspiration Cafe in Uptown and grew to include case management.In 1995 The Living Room Cafe was opened by Jennifer Kihm an Inspiration Cafe volunteer who replicated the program on Chicago?s south side. The Living Room Cafe merged with Inspiration Cafe to form Inspiration Corporation in 2003.The organization started its Foodservice Training program and the Inspiration Kitchens social enterprise in 2000 and added a Housing Services program in 2001.In 2005 Inspiration Corporation merged with The Employment Project ? a workforce development organization created by a group of homeless service professionals led by Luke Weisberg in 1994.Also in 2005 Inspiration Kitchens opened a restaurant in Uptown to serve the public and provide work experience to students. In May 201
716,Leadership Greater Chicago,
717,Ensemble Espanol Spanish Dance Theatre,"Founded in 1976, by Artistic Director, Dame Libby Komaiko, the companys remarkably rich history includes: over 90 company dancers representing nearly twenty countries and cultures; over 160 youth dancers from ages twelve to eighteen; over 60 international guest artists and musicians from Spain and the Americas; over 120 full-length choreographies created for the company; over 2,600 scholarships awarded to talented aspiring dancers and musicians; tours of Illinois, the Midwest, the United States, Mexico, Puerto Rico, Poland and China; over 1.4 million in concert audiences; and, over 6 million television viewers worldwide watching the Ensemble Espa?ol perform at the opening ceremonies of the 1994 World Cup in Chicago. The work of the Ensemble provides consistent educational, cultural and entertainment options for the Chicago community along with artistic and professional opportunities for Chicago artists. The importance and purpose of its mission lies in the unifying power of art. The Ensemble's audience is mad"
718,Bridge to Success,
719,Rivendell Theatre Ensemble,"Since 1994 Rivendell has given voice to theatreâs forgotten majority â women.   In 1908 only 12.8% of the plays produced on New York stages were written by women. Over a hundred years later this number has actually shrunk. In spite of this dismal fact 60% of theatre audiences nationwide are women. Since our inception Rivendell has sought to address these inequities by bringing womenâs stories to stage and by employing and showcasing the work of women artists.Rivendell burst onto the off-Loop scene in 1994 with its groundbreaking world-premiere production of Wrens which earned three Joseph Jefferson awards and secured Rivendellâs status as ""a major force on the Chicago fringe"" (Chicago Tribune). The ensemble went on to make a name for itself as the premiere theatre offering a unique female perspective in intimate settings. The use of small venues - at the time due to budgetary constraints - soon became essential to our aesthetic and earned us our trademark ""salon-style."" In the course of the past fifteen seaso"
720,Rush University Medical Center,"With a history spanning 175 years, Rush has been part of the Chicago landscape longer than any other health care institution in the city. In fact, Rush Medical College received its charter on March 2, 1837, two    days before the city of Chicago was incorporated. Its founder, Daniel Brainard, MD, named the school in honor of Benjamin Rush, MD, the only physician with medical school training to sign the Declaration of Independence. Rush Medical College was the first medical school in Chicago, and one of the earliest in the Midwest."
721,Power Connection,
722,Gary Comer Youth Center,
723,Chicagoland Chamber of Commerce Foundation,
724,Archi-Treasures Association,
725,Gene Siskel Film Center of the School of the Art Institute of Chicago,"Since 1972, the Gene Siskel Film Center of the School of the Art Institute of Chicago has presented extraordinary programs of independent, international, and classic cinema. Film programming is enhanced by lectures, panel discussions, and artist appearances; over 100 filmmakers present their work annually to enthusiastic audiences at the Film Center. Renamed in honor of the late film critic in 2000, the Gene Siskel Film Center has been operating since June 2001 at its state-of-the-art facilities at 164 N. State St. in the heart of Chicago loop theater district. The Gene Siskel Film Center presents more than 1,500 screenings a year to over 65,000 film enthusiasts. Along with the Film Centers monthly retrospectives and film series, each year four international film festivals are presented."
726,DePaul University,"DePaul was founded in 1898 by the Roman Catholic Congregation of the Mission (Vincentians) on Chicago?s near north side as St. Vincent?s College. Named after the 17th century French priest, St. Vincent de Paul, the all-male school sought to serve Chicago?s immigrant and working class communities by providing broad access to higher education. Chartered by the State of Illinois in 1907 as DePaul University (though it offered both secondary and collegiate programs), the school?s early character was largely determined by its urban immigrant clientele; fewer than 8% had grandparents born in the US. The school?s physical infrastructure expanded rapidly with campuses in the Loop, where DePaul colleges of Law and Commerce opened in 1911 and 1912, respectively. DePaul became co-educational in 1911."
727,Campaign for Better Health Care Fund,Formed in 1989 CBHC is a statewide coalition of 300+ organizations including: community religious provider groups businesses unions disability womenâs etc.2013:  Received IPC grant (1 of 4 non-provider organizations) to reach difficult-to-serve populations.Gov. Quinn continues to plan for a State Exchange enabling stronger oversight & consumer protections; CBHC bill passed Senate.Pre-2013: Led Illinois coalition supporting national health care reform in 1992-94 2009-10 and at the state level 1992 to present.Anchored support for the passage of All Kids.Wrote & enacted the Health Care Justice Act (with then-State Senator Obama) which led to consensus that the lllinois Covered proposal was based on.Led Managed Care Consumer Bill of Rights campaign/enactment.Enacted regulatory reforms for special needs children enrolled In KidCare.Banned door-to-door marketing/other abusive practices by Medicaid managed care industry.Created Rural & Urban Health Initiative which led to several new access programs.Also local & reg
728,Latin United Community Housing Association,
729,Northwestern University Settlement Association,"Northwestern University Settlement Association is the oldest and largest settlement house in Chicago, and has nurtured, educated, inspired and empowered families for more than 120 years. Northwestern Settlement was founded in Chicagoâs West Town neighborhood in 1891 by leaders of Northwestern University as a separate and financially independent institution, and has been recognized as a 501(c)(3) non-profit since 1947. Northwestern Settlementâscurrent site at 1400 W Augusta Boulevard was built in 1901 and officially designated a Chicago Landmark in 1993. Ron Manderschied has been President of Northwestern Settlement since 1981 â remarkably, only the third leader inNorthwestern Settlementâs history.Northwestern Settlement has served the West Town community by offering ""wrap-around"" services that meet the holistic needs of the predominantly low-income, minority, immigrant population we serve (our ""âneighbors""). Northwestern Settlement serves more than 38,000 neighbors annually, over 75% of whom live in West Town"
730,The Guild Complex,"Since 1989, the Guild Literary Complex has sought to significantly improve literature in Chicago by promoting cross-cultural dialogue through 30+ performances, readings and workshops annually. We have featured the major authors of our time on the same stage with emerging local writers through such series as the Musicality of Poetry, the Women Writers Series and Writers Across the Generations. Many local poets and writers have made their first creative steps on our stage in the Gwendolyn Brooks Open Mic Award, the Guild Complex Fiction Award and the Guild Complex Nonfiction Award (now known as Prose Wards). In addition, the Guild has built a well-respected reputation for collaborating with other cultural and community organizations. Though we are a grassroots organization with only one full-time staff member which has been true for most of our history The Guild Literary Complex has designed and delivered some of the most innovative literary programming in this city and across the nation. The Guild was a recipi"
731,World Sport Chicago,
732,Brain Research Foundation,"The Brain Research Foundation was founded in 1953, has funded more than $35 million in research projects, and currently funds $600,000 a year in seed grants."
733,Chicago Training Center,
